"inverse_data","week_day","hour","state","road_id","km","city","cause_of_accident","type_of_accident","victims_condition","weather_timestamp","road_direction","wheather_condition","road_type","road_delineation","people","deaths","slightly_injured","severely_injured","uninjured","ignored","total_injured","vehicles_involved","latitude","longitude","regional","police_station"
"2017-01-14","saturday","11:00:00","MG","365","625,3","UBERLANDIA","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Decreasing","Clear sky","Double","Not Reported"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.891074e+01","-4.830363e+01","SPRF-MG","DEL15-MG"
"2017-01-14","saturday","10:00:00","RO","319","57","PORTO VELHO","Mechanical loss/defect of vehicle","Head-on collision","With injured victims","Day","Decreasing","Clear sky","Simple","Not Reported"," 4"," 0"," 0"," 3"," 1"," 0"," 3"," 2","-8.738268e+00","-6.392676e+01","SPRF-RO","DEL01-RO"
"2017-01-14","saturday","10:56:00","DF","70","4","BRASILIA","Inadequate sinalization of the road","Collision with fixed object","With injured victims","Day","Decreasing","Clear sky","Double","Straight"," 3"," 0"," 1"," 0"," 1"," 1"," 1"," 2","-1.579717e+01","-4.809109e+01","SPRF-DF","DEL01-DF"
"2017-01-14","saturday","12:20:00","BA","116","897,8","CANDIDO SALES","Driver's lack of attention to conveyance","Collision with moving object","Without victims","Day","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.541757e+01","-4.121479e+01","SPRF-BA","DEL08-BA"
"2017-01-14","saturday","12:40:00","TO","153","410,5","MIRANORTE","Incompatible velocity","Overturn","With injured victims","Day","Increasing","Clear sky","Double","Curve"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-9.517200e+00","-4.859040e+01","SPRF-TO","DEL02-TO"
"2017-01-14","saturday","08:30:00","MA","226","285,5","BARRA DO CORDA","Incompatible velocity","Rollover","With injured victims","Day","Decreasing","Rainy","Simple","Straight"," 3"," 0"," 2"," 0"," 1"," 0"," 2"," 1","-5.503222e+00","-4.522419e+01","SPRF-MA","DEL03-MA"
"2017-01-14","saturday","14:20:00","SC","101","214","PALHOCA","Driver's lack of attention to conveyance","Side impact collision","With injured victims","Day","Decreasing","Sunny","Double","Intersection"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-2.764172e+01","-4.866842e+01","SPRF-SC","DEL01-SC"
"2017-01-14","saturday","14:20:00","MG","381","481,9","BETIM","Incompatible velocity","Run-off-road","With injured victims","Day","Increasing","Clear sky","Double","Curve"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 2","-1.995813e+01","-4.408013e+01","SPRF-MG","DEL01-MG"
"2017-01-14","saturday","14:35:00","SP","116","168,6","JACAREI","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Increasing","Sunny","Double","Intersection"," 5"," 0"," 0"," 0"," 5"," 0"," 0"," 2","-2.330620e+01","-4.603876e+01","SPRF-SP","DEL02-SP"
"2017-01-14","saturday","15:30:00","RJ","493","8,4","GUAPIMIRIM","Road's defect","Collision with fixed object","Without victims","Day","Decreasing","Clear sky","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.270826e+01","-4.295421e+01","SPRF-RJ","DEL04-RJ"
"2017-01-14","saturday","16:40:00","MG","381","520","IGARAPE","Incompatible velocity","Rear-end collision","Without victims","Day","Decreasing","Cloudy","Double","Straight"," 2"," 0"," 0"," 0"," 1"," 1"," 0"," 2","-2.011252e+01","-4.430931e+01","SPRF-MG","DEL01-MG"
"2017-01-14","saturday","17:15:00","MG","116","395","GOVERNADOR VALADARES","Driver's lack of attention to conveyance","Broadside collision","With injured victims","Day","Increasing","Rainy","Simple","Straight"," 6"," 0"," 1"," 3"," 1"," 1"," 4"," 2","-1.872424e+01","-4.198854e+01","SPRF-MG","DEL06-MG"
"2017-01-14","saturday","16:40:00","SC","101","77,6","ARAQUARI","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Increasing","Clear sky","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.659260e+01","-4.872238e+01","SPRF-SC","DEL03-SC"
"2017-01-14","saturday","16:00:00","MG","381","405","BOM JESUS DO AMPARO","Incompatible velocity","Overturn","Without victims","Day","Decreasing","Clear sky","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.975260e+01","-4.352630e+01","SPRF-MG","DEL01-MG"
"2017-01-14","saturday","16:00:00","MG","153","80","PRATA","Driver's lack of attention to conveyance","Run-off-road","Without victims","Day","Increasing","Rainy","Simple","Not Reported"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.906710e+01","-4.900560e+01","SPRF-MG","DEL15-MG"
"2017-01-14","saturday","10:40:00","MA","135","6,7","SAO LUIS","Disrespect of safe distance from the next car","Collision with fixed object","Without victims","Day","Increasing","Rainy","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.632729e+00","-4.426600e+01","SPRF-MA","DEL01-MA"
"2017-01-14","saturday","17:30:00","BA","116","913","ENCRUZILHADA","Cardiac attack","Overturn","With injured victims","Day","Increasing","Sunny","Simple","Straight"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-1.554281e+01","-4.125311e+01","SPRF-BA","DEL08-BA"
"2017-01-14","saturday","11:00:00","MA","135","7,6","SAO LUIS","Driver's lack of attention to conveyance","Broadside collision","Without victims","Day","Increasing","Cloudy","Multiple","Not Reported"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.640633e+00","-4.427173e+01","SPRF-MA","DEL01-MA"
"2017-01-14","saturday","21:00:00","MT","70","52,8","BARRA DO GARCAS","The driver passed the next car improperly","Run-off-road","With injured victims","Night","Increasing","Rainy","Simple","Not Reported"," 3"," 0"," 1"," 1"," 1"," 0"," 2"," 2","-1.571780e+01","-5.265073e+01","SPRF-MT","DEL07-MT"
"2017-01-14","saturday","20:30:00","GO","364","315,6","MINEIROS","Alcohol consumption","Head-on collision","With dead victims","Night","Increasing","Cloudy","Simple","Curve"," 3"," 2"," 0"," 1"," 0"," 0"," 1"," 2","-1.743785e+01","-5.260466e+01","SPRF-GO","DEL05-GO"
"2017-01-14","saturday","04:00:00","TO","153","631,3","ALIANCA DO TOCANTINS","Driver was sleeping","Run-off-road","With injured victims","Night","Decreasing","Ignored","Simple","Temporary Detour"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-1.136043e+01","-4.896061e+01","SPRF-TO","DEL02-TO"
"2017-01-14","saturday","17:00:00","PI","343","554","AMARANTE","Mechanical loss/defect of vehicle","Vehicle fire","Without victims","Day","Decreasing","Cloudy","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-6.600500e+00","-4.281030e+01","SPRF-PI","DEL03-PI"
"2017-01-14","saturday","22:40:00","MG","365","23,3","MONTES CLAROS","Alcohol consumption","Overturn","With injured victims","Night","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 1"," 1"," 0"," 1"," 2","-1.686307e+01","-4.402782e+01","SPRF-MG","DEL12-MG"
"2017-01-14","saturday","23:10:00","ES","101","382,2","RIO NOVO DO SUL","Incompatible velocity","Run-off-road","With injured victims","Night","Increasing","Clear sky","Simple","Straight"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-2.082086e+01","-4.084707e+01","SPRF-ES","DEL03-ES"
"2017-01-15","sunday","00:10:00","SE","101","147,9","ESTANCIA","Driver's lack of attention to conveyance","Overturn","With injured victims","Night","Increasing","Clear sky","Double","Not Reported"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-1.123764e+01","-3.743001e+01","SPRF-SE","DEL02-SE"
"2017-01-15","sunday","00:30:00","MG","40","450,4","CAETANOPOLIS","Slippery track","Run-off-road","Without victims","Night","Decreasing","Rainy","Double","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.932756e+01","-4.436360e+01","SPRF-MG","DEL02-MG"
"2017-01-15","sunday","04:15:00","PR","277","52","SAO JOSE DOS PINHAIS","Driver was sleeping","Run-off-road","Without victims","Night","Increasing","Cloudy","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.557473e+01","-4.897968e+01","SPRF-PR","DEL01-PR"
"2017-01-15","sunday","03:20:00","BA","324","617","SALVADOR","Incompatible velocity","Broadside collision","With injured victims","Night","Decreasing","Cloudy","Multiple","Straight"," 5"," 0"," 0"," 2"," 1"," 2"," 2"," 2","-1.289483e+01","-3.844765e+01","SPRF-BA","DEL01-BA"
"2017-01-15","sunday","07:45:00","PR","277","531,3","CAMPO BONITO","Driver's lack of attention to conveyance","Broadside collision","With injured victims","Day","Decreasing","Clear sky","Simple","Intersection"," 4"," 0"," 2"," 1"," 1"," 0"," 3"," 2","-2.503158e+01","-5.299295e+01","SPRF-PR","DEL04-PR"
"2017-01-15","sunday","07:10:00","MT","364","320,8","CAMPO VERDE","Animals on the road","Side impact collision","With injured victims","Day","Increasing","Clear sky","Double","Straight"," 3"," 0"," 1"," 0"," 1"," 1"," 1"," 2","-1.581555e+01","-5.535052e+01","SPRF-MT","DEL02-MT"
"2017-01-15","sunday","07:50:00","SP","116","38,4","CACHOEIRA PAULISTA","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Increasing","Clear sky","Double","Curve"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.267121e+01","-4.499518e+01","SPRF-SP","DEL08-SP"
"2017-01-15","sunday","08:48:00","PR","116","134,8","FAZENDA RIO GRANDE","Incompatible velocity","Side impact collision","With dead victims","Day","Increasing","Clear sky","Simple","Tunnel"," 4"," 1"," 0"," 0"," 2"," 1"," 0"," 2","-2.571561e+01","-4.931840e+01","SPRF-PR","DEL01-PR"
"2017-01-15","sunday","06:50:00","BA","116","810","VITORIA DA CONQUISTA","Alcohol consumption","Broadside collision","Without victims","Day","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 0"," 1"," 1"," 0"," 2","-1.477376e+01","-4.072189e+01","SPRF-BA","DEL08-BA"
"2017-01-15","sunday","10:05:00","SC","101","57,7","ARAQUARI","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Decreasing","Clear sky","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.643764e+01","-4.880575e+01","SPRF-SC","DEL03-SC"
"2017-01-15","sunday","07:00:00","DF","70","6,7","BRASILIA","Mechanical loss/defect of vehicle","Run-off-road","Without victims","Sunrise","Increasing","Ignored","Double","Not Reported"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 1","-1.578861e+01","-4.811178e+01","SPRF-DF","DEL01-DF"
"2017-01-14","saturday","20:00:00","MA","316","571,9","CAXIAS","Driver's lack of attention to conveyance","Run-off-road","Without victims","Night","Increasing","Clear sky","Simple","Not Reported"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 1","-4.924295e+00","-4.319297e+01","SPRF-MA","DEL03-MA"
"2017-01-15","sunday","09:10:00","MG","251","519","MONTES CLAROS","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Day","Increasing","Clear sky","Simple","Not Reported"," 5"," 0"," 0"," 0"," 5"," 0"," 0"," 3","-1.665965e+01","-4.374454e+01","SPRF-MG","DEL12-MG"
"2017-01-15","sunday","10:00:00","PI","316","296,6","PICOS","Road's defect","Overturn","With injured victims","Day","Increasing","Clear sky","Simple","Temporary Detour"," 2"," 0"," 2"," 0"," 0"," 0"," 2"," 1","-7.026113e+00","-4.156004e+01","SPRF-PI","DEL04-PI"
"2017-01-15","sunday","11:15:00","PR","153","24,6","JACAREZINHO","Driver broke the laws of transit","Broadside collision","Without victims","Day","Increasing","Clear sky","Simple","Intersection"," 3"," 0"," 0"," 0"," 3"," 0"," 0"," 2","-2.318945e+01","-4.998588e+01","SPRF-PR","DEL07-PR"
"2017-01-15","sunday","07:40:00","MG","116","585,5","MANHUACU","Incompatible velocity","Head-on collision","With injured victims","Day","Increasing","Rainy","Simple","Curve"," 6"," 0"," 2"," 1"," 3"," 0"," 3"," 2","-2.022426e+01","-4.217826e+01","SPRF-MG","DEL06-MG"
"2017-01-15","sunday","11:30:00","SP","116","461,3","PARIQUERA-ACU","Disrespect of safe distance from the next car","Rear-end collision","Without victims","Day","Decreasing","Clear sky","Double","Straight"," 3"," 0"," 0"," 0"," 2"," 1"," 0"," 3","-2.462049e+01","-4.789376e+01","SPRF-SP","DEL05-SP"
"2017-01-15","sunday","11:00:00","TO","153","245,7","COLINAS DO TOCANTINS","Driver's lack of attention to conveyance","Side impact collision","With injured victims","Day","Decreasing","Sunny","Multiple","Intersection"," 2"," 0"," 2"," 0"," 0"," 0"," 2"," 2","-8.035455e+00","-4.846618e+01","SPRF-TO","DEL02-TO"
"2017-01-15","sunday","11:00:00","BA","101","79","ENTRE RIOS","The driver passed the next car improperly","Head-on collision","With dead victims","Day","Decreasing","Sunny","Simple","Straight"," 7"," 4"," 1"," 1"," 1"," 0"," 2"," 4","-1.198173e+01","-3.821309e+01","SPRF-BA","DEL01-BA"
"2017-01-15","sunday","14:00:00","GO","60","30","ALEXANIA","Mechanical loss/defect of vehicle","Vehicle fire","Without victims","Day","Decreasing","Rainy","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.609596e+01","-4.848661e+01","SPRF-DF","DEL01-DF"
"2017-01-15","sunday","12:50:00","BA","101","791,3","ITAMARAJU","Incompatible velocity","Rollover","With injured victims","Day","Increasing","Sunny","Simple","Curve"," 2"," 0"," 1"," 1"," 0"," 0"," 2"," 1","-1.689279e+01","-3.952108e+01","SPRF-BA","DEL09-BA"
"2017-01-15","sunday","13:55:00","MG","381","366","SAO GONCALO DO RIO ABAIXO","Incompatible velocity","Head-on collision","With injured victims","Day","Decreasing","Cloudy","Simple","Curve"," 5"," 0"," 2"," 0"," 3"," 0"," 2"," 4","-1.985903e+01","-4.322541e+01","SPRF-MG","DEL03-MG"
"2017-01-15","sunday","14:45:00","SC","280","20,7","ARAQUARI","Disrespect of safe distance from the next car","Chain reaction crash (pile-up)","Without victims","Day","Increasing","Clear sky","Simple","Straight"," 5"," 0"," 0"," 0"," 5"," 0"," 0"," 5","-2.636990e+01","-4.868190e+01","SPRF-SC","DEL03-SC"
"2017-01-15","sunday","14:24:00","PB","230","19,2","JOAO PESSOA","Driver's lack of attention to conveyance","Broadside collision","With injured victims","Day","Decreasing","Sunny","Double","Straight"," 5"," 0"," 1"," 1"," 3"," 0"," 2"," 2","-7.130146e+00","-3.485102e+01","SPRF-PB","DEL01-PB"
"2017-01-15","sunday","07:00:00","TO","153","383","RIO DOS BOIS","Driver was sleeping","Overturn","Without victims","Day","Increasing","Clear sky","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-9.262600e+00","-4.854800e+01","SPRF-TO","DEL02-TO"
"2017-01-15","sunday","14:30:00","MA","316","254","PINDARE-MIRIM","Pedestrian's lack of attention","Pedestrian collision","With dead victims","Day","Decreasing","Cloudy","Simple","Straight"," 2"," 1"," 0"," 0"," 0"," 1"," 0"," 1","-3.654600e+00","-4.543770e+01","SPRF-MA","DEL02-MA"
"2017-01-15","sunday","18:05:00","GO","40","134,5","CRISTALINA","Disrespect of safe distance from the next car","Rear-end collision","With injured victims","Sunset","Decreasing","Rainy","Double","Straight"," 5"," 0"," 0"," 1"," 4"," 0"," 1"," 2","-1.693793e+01","-4.732503e+01","SPRF-DF","DEL01-DF"
"2017-01-15","sunday","18:00:00","DF","20","8","BRASILIA","Slippery track","Run-off-road","With injured victims","Day","Decreasing","Rainy","Double","Not Reported"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-1.565655e+01","-4.778782e+01","SPRF-DF","DEL02-DF"
"2017-01-15","sunday","18:25:00","MG","116","309","ITAMBACURI","Alcohol consumption","Pedestrian collision","With dead victims","Day","Increasing","Clear sky","Simple","Straight"," 7"," 4"," 2"," 0"," 1"," 0"," 2"," 2","-1.803704e+01","-4.167005e+01","SPRF-MG","DEL11-MG"
"2017-01-15","sunday","17:58:00","SE","101","139,1","ESTANCIA","Driver's lack of attention to conveyance","Side impact collision","Without victims","Sunset","Increasing","Clear sky","Double","Straight"," 3"," 0"," 0"," 0"," 2"," 1"," 0"," 2","-1.117889e+01","-3.740043e+01","SPRF-SE","DEL02-SE"
"2017-01-15","sunday","19:00:00","SP","116","295,5","ITAPECERICA DA SERRA","Driver's lack of attention to conveyance","Side impact collision","With injured victims","Night","Decreasing","Cloudy","Double","Straight"," 3"," 0"," 2"," 0"," 1"," 0"," 2"," 2","-2.376239e+01","-4.690545e+01","SPRF-SP","DEL04-SP"
"2017-01-15","sunday","18:30:00","MT","364","274,3","JACIARA","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Sunset","Decreasing","Ignored","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.595672e+01","-5.497446e+01","SPRF-MT","DEL02-MT"
"2017-01-15","sunday","20:05:00","PR","116","130,5","FAZENDA RIO GRANDE","Alcohol consumption","Run-off-road","Without victims","Sunset","Increasing","Clear sky","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.567609e+01","-4.931578e+01","SPRF-PR","DEL01-PR"
"2017-01-15","sunday","19:20:00","BA","101","624","MASCOTE","Incompatible velocity","Side impact collision","With injured victims","Night","Increasing","Clear sky","Simple","Curve"," 3"," 0"," 1"," 1"," 1"," 0"," 2"," 2","-1.564816e+01","-3.939629e+01","SPRF-BA","DEL05-BA"
"2017-01-15","sunday","21:10:00","MG","381","615,1","OLIVEIRA","Disrespect of safe distance from the next car","Rear-end collision","With injured victims","Night","Increasing","Cloudy","Double","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-2.071534e+01","-4.476419e+01","SPRF-MG","DEL04-MG"
"2017-01-15","sunday","18:15:00","MG","381","525,9","BRUMADINHO","Mechanical loss/defect of vehicle","Run-off-road","Without victims","Sunset","Increasing","Cloudy","Double","Curve","12"," 0"," 0"," 0"," 1","11"," 0","12","-2.015362e+01","-4.432589e+01","SPRF-MG","DEL04-MG"
"2017-01-15","sunday","19:30:00","MT","174","568","COMODORO","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Night","Increasing","Clear sky","Simple","Straight"," 5"," 0"," 1"," 1"," 3"," 0"," 2"," 3","-1.298419e+01","-6.000015e+01","SPRF-RO","DEL04-RO"
"2017-01-15","sunday","21:50:00","PA","316","87,4","SAO FRANCISCO DO PARA","Driver's lack of attention to conveyance","Broadside collision","With dead victims","Night","Increasing","Rainy","Simple","Intersection"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-1.317222e+00","-4.770459e+01","SPRF-PA","DEL01-PA"
"2017-01-15","sunday","23:00:00","PE","101","54","PAULISTA","Driver's lack of attention to conveyance","Collision with fixed object","Without victims","Night","Decreasing","Clear sky","Double","Curve"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-7.948503e+00","-3.490663e+01","SPRF-PE","DEL01-PE"
"2017-01-16","monday","00:10:00","SC","101","392","CRICIUMA","Excessive load/cargo","Cargo spill","Without victims","Night","Increasing","Cloudy","Double","Temporary Detour"," 4"," 0"," 0"," 0"," 4"," 0"," 0"," 4","-2.880742e+01","-4.937618e+01","SPRF-SC","DEL02-SC"
"2017-01-15","sunday","21:30:00","PR","376","259,8","CALIFORNIA","Driver broke the laws of transit","Run-off-road","Without victims","Night","Decreasing","Clear sky","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.370498e+01","-5.132798e+01","SPRF-PR","DEL07-PR"
"2017-01-15","sunday","21:10:00","SC","282","403","CATANDUVAS","Alcohol consumption","Head-on collision","With dead victims","Night","Decreasing","Clear sky","Simple","Curve"," 3"," 1"," 0"," 1"," 1"," 0"," 1"," 2","-2.709630e+01","-5.165430e+01","SPRF-SC","DEL07-SC"
"2017-01-16","monday","02:30:00","BA","116","426,2","FEIRA DE SANTANA","Animals on the road","Broadside collision","With injured victims","Night","Decreasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 1"," 1"," 0"," 1"," 2","-1.225379e+01","-3.898911e+01","SPRF-BA","DEL02-BA"
